"","DateTimeUTC","Lat","Long","lc"
"318",2014-09-02 19:00:09,32.69022369,-117.34411621,3
"319",2014-09-02 19:15:56,32.68293381,-117.33763123,3
"320",2014-09-02 19:43:27,32.67746353,-117.33378601,3
"321",2014-09-02 20:10:51,32.66814423,-117.32975006,3
"322",2014-09-02 20:22:57,32.66500092,-117.32830048,3
"323",2014-09-02 20:48:01,32.64842606,-117.32733917,3
"324",2014-09-02 21:02:01,32.64003372,-117.3273468,3
"325",2014-09-02 21:15:52,32.63423538,-117.32688141,3
"326",2014-09-02 21:27:43,32.63117599,-117.33006287,3
"327",2014-09-02 21:53:29,32.62671661,-117.32583618,3
"328",2014-09-02 22:29:06,32.61938477,-117.32783508,3
"329",2014-09-02 23:55:05,32.59934998,-117.32341003,3
"330",2014-09-03 00:04:30,32.59486008,-117.32012177,3
"331",2014-09-03 00:21:41,32.58528137,-117.32073212,3
"332",2014-09-03 01:14:08,32.58564377,-117.31364441,3
"333",2014-09-03 01:24:18,32.58651733,-117.31116486,3
"334",2014-09-03 02:20:00,32.58674622,-117.29631042,3
"335",2014-09-03 02:24:56,32.58583069,-117.29851532,3
"336",2014-09-03 02:31:00,32.5904808,-117.302742,3
"337",2014-09-03 02:59:09,32.59391785,-117.28612518,3
"338",2014-09-03 04:44:05,32.62361145,-117.2833252,3
"339",2014-09-03 05:06:05,32.62871933,-117.28110504,3
"340",2014-09-03 05:12:47,32.6284523,-117.289711,3
"341",2014-09-03 05:42:20,32.64284897,-117.27887726,3
"342",2014-09-03 07:00:30,32.66693878,-117.28371429,3
"343",2014-09-03 07:11:24,32.67101288,-117.28746033,3
"344",2014-09-03 07:33:54,32.6787262,-117.28916931,3
"345",2014-09-03 07:38:57,32.67565536,-117.28218842,3
"346",2014-09-03 07:49:47,32.68349457,-117.2876358,3
"347",2014-09-03 08:06:48,32.69127274,-117.28740692,3
"348",2014-09-03 08:12:37,32.69112015,-117.28900909,3
"349",2014-09-03 08:17:55,32.69420242,-117.28795624,3
"350",2014-09-03 08:24:07,32.69568253,-117.28911591,3
"351",2014-09-03 08:29:36,32.70145416,-117.29006958,3
"352",2014-09-03 09:13:47,32.7192421,-117.29379272,3
"353",2014-09-03 09:25:38,32.72511673,-117.29515076,3
"354",2014-09-03 10:20:27,32.74876404,-117.30289459,3
"355",2014-09-03 11:04:14,32.77346039,-117.30871582,3
"356",2014-09-03 11:55:52,32.80089188,-117.3248291,3
"357",2014-09-03 12:02:54,32.80504608,-117.3242569,3
"358",2014-09-03 12:08:46,32.80891418,-117.32594299,3
"359",2014-09-03 12:51:30,32.82904816,-117.33945465,3
"360",2014-09-03 13:30:21,32.84928894,-117.34934998,3
"361",2014-09-03 13:36:15,32.85167313,-117.35122681,3
"362",2014-09-03 13:42:50,32.85221481,-117.35334015,3
"363",2014-09-03 13:48:40,32.8574028,-117.35656738,3
"364",2014-09-03 13:55:14,32.85988617,-117.35886383,3
"365",2014-09-03 14:28:17,32.87406158,-117.36746979,3
"366",2014-09-03 14:58:58,32.87993622,-117.37479401,3
"367",2014-09-03 15:26:16,32.88967133,-117.38124847,3
"368",2014-09-03 15:58:42,32.89465332,-117.37451172,3
"369",2014-09-03 16:27:52,32.89075089,-117.36161041,3
"370",2014-09-03 16:33:24,32.888134,-117.35910797,3
"371",2014-09-03 17:55:38,32.85705948,-117.32026672,3
"372",2014-09-03 18:45:20,32.82925415,-117.31455994,3
"373",2014-09-03 19:05:31,32.81654739,-117.31604004,3
"374",2014-09-03 19:51:45,32.78811264,-117.31112671,3
"375",2014-09-03 20:45:31,32.74146652,-117.3032074,3
"376",2014-09-03 20:52:43,32.74162674,-117.30430603,3
"377",2014-09-03 21:00:06,32.7445755,-117.3062973,3
"378",2014-09-03 21:06:32,32.74243927,-117.30815125,3
"379",2014-09-03 22:21:24,32.68508911,-117.31260681,3
"380",2014-09-03 22:41:56,32.67326736,-117.31252289,3
"381",2014-09-03 23:00:08,32.66376877,-117.31336212,3
"382",2014-09-03 23:47:35,32.63834381,-117.31033325,3
"383",2014-09-03 23:58:27,32.63274765,-117.31130219,3
"384",2014-09-04 00:08:45,32.62675858,-117.3117981,3
"385",2014-09-04 00:43:52,32.6090889,-117.30535889,3
"386",2014-09-04 00:54:25,32.60282135,-117.30518341,3
"387",2014-09-04 02:36:38,32.54943848,-117.28900909,3
"388",2014-09-04 03:36:45,32.51927185,-117.26644897,3
"389",2014-09-04 03:46:51,32.51647568,-117.26459503,3
"390",2014-09-04 04:33:22,32.49895859,-117.25822449,3
"391",2014-09-04 11:24:02,32.3253212,-117.24195099,3
"392",2014-09-04 11:58:17,32.31204224,-117.23397827,3
"393",2014-09-04 12:52:14,32.28746414,-117.23545074,3
"394",2014-09-04 13:26:35,32.29389572,-117.22615814,3
"395",2014-09-04 13:53:55,32.29413223,-117.2292099,3
"396",2014-09-04 14:40:44,32.27555847,-117.22463989,3
"397",2014-09-04 15:07:57,32.27283096,-117.2011795,3
"398",2014-09-04 15:15:56,32.27346802,-117.19423676,3
"399",2014-09-04 15:53:23,32.27975845,-117.16576385,3
"400",2014-09-04 16:02:39,32.27788544,-117.15936279,3
"401",2014-09-04 16:22:09,32.27119064,-117.14758301,3
"402",2014-09-04 18:49:18,32.20582199,-117.06719208,3
"403",2014-09-04 19:10:30,32.19214249,-117.06234741,3
"404",2014-09-04 19:24:55,32.18121719,-117.0615921,3
"405",2014-09-04 19:54:43,32.16057205,-117.06246185,3
"406",2014-09-04 20:02:07,32.15578461,-117.06594086,3
"407",2014-09-04 20:08:31,32.14987564,-117.06721497,3
"408",2014-09-04 21:45:13,32.08538818,-117.03595734,3
"409",2014-09-04 21:52:01,32.08309937,-117.03141022,3
"410",2014-09-05 00:56:03,31.96425438,-116.98713684,3
"411",2014-09-05 02:28:18,31.89265442,-116.96643066,3
"412",2014-09-05 02:56:15,31.87349319,-116.95676422,3
"413",2014-09-05 03:15:50,31.85910988,-116.94947052,3
"414",2014-09-05 07:00:37,31.79301262,-116.83130646,3
"415",2014-09-05 07:09:36,31.78989983,-116.82434082,3
"416",2014-09-05 07:51:50,31.77722359,-116.79831696,3
"418",2014-09-05 08:09:30,31.77570152,-116.79283905,3
"419",2014-09-05 10:19:00,31.71964836,-116.73294067,3
"420",2014-09-05 10:45:11,31.70682716,-116.72136688,3
"421",2014-09-05 10:54:11,31.70314789,-116.71784973,3
"422",2014-09-05 11:14:37,31.69206619,-116.70650482,3
"423",2014-09-05 11:23:41,31.68745804,-116.70362854,3
"424",2014-09-05 11:33:25,31.68222237,-116.69942474,3
"425",2014-09-05 11:42:36,31.67713165,-116.69758606,3
"426",2014-09-05 12:18:03,31.65915871,-116.68721008,3
"427",2014-09-05 12:36:51,31.65050697,-116.6823349,3
"428",2014-09-05 12:48:12,31.64473534,-116.68025208,3
"429",2014-09-05 12:55:01,31.63983154,-116.68001556,3
"430",2014-09-05 13:13:54,31.62699318,-116.67894745,3
"431",2014-09-05 13:22:51,31.62081337,-116.67871857,3
"432",2014-09-05 13:31:16,31.61567688,-116.67980957,3
"433",2014-09-05 13:34:54,31.61281204,-116.68040466,3
"434",2014-09-05 13:47:11,31.60463524,-116.68135834,3
"435",2014-09-05 13:57:28,31.60073853,-116.68086243,3
"436",2014-09-05 14:07:12,31.59310341,-116.67961884,3
"437",2014-09-05 14:14:15,31.58675766,-116.68022919,3
"438",2014-09-05 14:23:16,31.5798893,-116.68296051,3
"439",2014-09-05 14:35:50,31.57678223,-116.69097137,3
"440",2014-09-05 14:46:30,31.57621574,-116.69919586,3
"441",2014-09-05 14:52:37,31.57406616,-116.70385742,3
"442",2014-09-05 15:02:45,31.56679916,-116.70737457,3
"443",2014-09-05 15:15:04,31.55689049,-116.70796967,3
"444",2014-09-05 15:24:23,31.54926491,-116.70787811,3
"445",2014-09-05 15:35:56,31.54106522,-116.7066803,3
"446",2014-09-05 15:46:47,31.53257179,-116.70761108,3
"447",2014-09-05 15:55:30,31.52585793,-116.70735168,3
"448",2014-09-05 16:06:15,31.51900673,-116.70381165,3
"449",2014-09-05 16:27:01,31.50368118,-116.69781494,3
"450",2014-09-05 16:49:05,31.49084282,-116.6916275,3
"451",2014-09-05 16:59:10,31.48142815,-116.68688202,3
"452",2014-09-05 18:35:03,31.42073441,-116.6348877,3
"453",2014-09-05 18:46:23,31.41461563,-116.63097382,3
"454",2014-09-05 19:08:03,31.40418625,-116.62438202,3
"455",2014-09-05 19:18:45,31.39907265,-116.62033844,3
